1.77192e+09,1771917555493501532,0,0,9.67856,0.757406,0,-1.5708,0,-1.5708,0,0,0,0,0,0,0,0,0,-1.5708,1.5708,0,1.5708,0,-3.6437e-06,0.15025,1.00106,9.70278,9.68638,9.67856,9.74764,9.74566,9.70345,9.7213,0,0,0,0,0,0,1.18493e-17,9.89844e-06,1.40142,1.40142,1.40142,0,0.4,0.4,0.4,0.33,0.33,0.37,10.0517,0.522,1.0895,0.15,10.0658,0.4526,0.8624,0.25,10.0844,0.7044,0.9207,0.15,10.2083,0.3075,1.0208,0.15,10.0556,0.6289,0.7595,0.15,10.2024,0.2732,0.8478,0.15,10.0267,0.5535,0.5983,0.15,10.1965,0.2389,0.6749,0.15,-10.0208,0.3964,0.5857,0.1,10.0546,0.2951,0.6132,0.1,-10.1062,0.2444,0.5897,0.13,-10.0998,0.3062,0.5387,0.13,10.1908,0.529,1.0016,0.2,10.2106,0.4602,0.6915,0.25,
1.77192e+09,1771917555546293421,0,0,9.67856,0.757372,1.65881e-06,-1.5708,0.000365665,-1.5704,0.000424442,-2.32175e-05,-0.000113913,-8.24922e-05,0.0363144,0.0377939,0.040021,0.000312177,0,-1.5708,1.5708,0,1.5708,0,0.000194273,0.15025,1.00106,9.70278,9.68638,9.67856,9.74759,9.74556,9.70331,9.7211,7.73471e-06,2.05448e-06,2.54848e-05,0.00465519,0.00934721,0.014184,-4.47011e-06,9.63296e-06,1.40136,1.40135,1.40135,6.25658e-05,0.4,0.4,0.4,0.33,0.33,0.37,10.0517,0.522,1.0895,0.15,10.0658,0.4526,0.8624,0.25,10.0844,0.7044,0.9207,0.15,10.2083,0.3075,1.0208,0.15,10.0556,0.6289,0.7595,0.15,10.2024,0.2732,0.8478,0.15,10.0267,0.5535,0.5983,0.15,10.1965,0.2389,0.6749,0.15,-10.0208,0.3964,0.5857,0.1,10.0546,0.2951,0.6132,0.1,-10.1062,0.2444,0.5897,0.13,-10.0998,0.3062,0.5387,0.13,10.1908,0.529,1.0016,0.2,10.2106,0.4602,0.6915,0.25,
1.77192e+09,1771917555594489446,0,0,9.67856,0.756796,1.18454e-05,-1.5708,0.00649288,-1.56373,0.00756478,-0.000144458,0.000251694,5.28507e-05,0.209784,0.228915,0.244988,-0.00288274,0,-1.5708,1.5708,0,1.5708,0,0.00351607,0.150249,1.00105,9.70278,9.68638,9.67856,9.7468,9.74398,9.7009,9.71778,1.709e-05,2.29618e-05,1.30668e-06,0.0271713,0.0543452,0.0823153,-3.19207e-05,4.60707e-06,1.40029,1.40019,1.4001,0.000389282,0.4,0.4,0.4,0.33,0.33,0.37,10.0517,0.522,1.0895,0.15,10.0658,0.4526,0.8624,0.25,10.0844,0.7044,0.9207,0.15,10.2083,0.3075,1.0208,0.15,10.0556,0.6289,0.7595,0.15,10.2024,0.2732,0.8478,0.15,10.0267,0.5535,0.5983,0.15,10.1965,0.2389,0.6749,0.15,-10.0208,0.3964,0.5857,0.1,10.0546,0.2951,0.6132,0.1,-10.1062,0.2444,0.5897,0.13,-10.0998,0.3062,0.5387,0.13,10.1908,0.529,1.0016,0.2,10.2106,0.4602,0.6915,0.25,
1.77192e+09,1771917555644242090,0,0,9.67856,0.755207,2.20523e-05,-1.5708,0.0237271,-1.54488,0.0277431,-0.000269541,-0.000139043,-8.25935e-05,0.402432,0.438684,0.469349,0.000685114,0,-1.5708,1.5708,0,1.5708,0,0.0128606,0.150234,1.00089,9.70279,9.68638,9.67856,9.74457,9.73952,9.69415,9.70844,9.44102e-06,1.33788e-06,2.34157e-05,0.0520312,0.104135,0.157795,-5.94258e-05,6.73768e-08,1.39729,1.39691,1.39659,0.000726352,0.4,0.4,0.4,0.33,0.33,0.37,10.0517,0.522,1.0895,0.15,10.0658,0.4526,0.8624,0.25,10.0844,0.7044,0.9207,0.15,10.2083,0.3075,1.0208,0.15,10.0556,0.6289,0.7595,0.15,10.2024,0.2732,0.8478,0.15,10.0267,0.5535,0.5983,0.15,10.1965,0.2389,0.6749,0.15,-10.0208,0.3964,0.5857,0.1,10.0546,0.2951,0.6132,0.1,-10.1062,0.2444,0.5897,0.13,-10.0998,0.3062,0.5387,0.13,10.1908,0.529,1.0016,0.2,10.2106,0.4602,0.6915,0.25,
1.77192e+09,1771917555695186552,0,0,9.67856,0.753157,3.04066e-05,-1.57079,0.046637,-1.51983,0.0545602,-0.000370239,0.000188276,4.32058e-05,0.576032,0.629836,0.67426,-0.00220235,0,-1.5708,1.5708,0,1.5708,0,0.0252762,0.15019,1.0004,9.70279,9.68639,9.67856,9.74161,9.7336,9.68517,9.69602,1.27839e-05,1.6396e-05,2.53791e-06,0.0745594,0.149161,0.225972,-8.19389e-05,-4.27712e-06,1.3933,1.39255,1.39192,0.000997708,0.4,0.4,0.4,0.33,0.33,0.37,10.0517,0.522,1.0895,0.15,10.0658,0.4526,0.8624,0.25,10.0844,0.7044,0.9207,0.15,10.2083,0.3075,1.0208,0.15,10.0556,0.6289,0.7595,0.15,10.2024,0.2732,0.8478,0.15,10.0267,0.5535,0.5983,0.15,10.1965,0.2389,0.6749,0.15,-10.0208,0.3964,0.5857,0.1,10.0546,0.2951,0.6132,0.1,-10.1062,0.2444,0.5897,0.13,-10.0998,0.3062,0.5387,0.13,10.1908,0.529,1.0016,0.2,10.2106,0.4602,0.6915,0.25,
1.77192e+09,1771917555742708600,0,0,9.67066,0.749993,3.70373e-05,-1.57079,0.0837252,-1.47927,0.0979833,-0.000458205,-0.000180722,-8.82364e-05,0.769221,0.839643,0.898346,0.00129566,0,-1.5708,1.5708,0,1.5708,0,0.0453435,0.150055,0.998936,9.70279,9.68639,9.67856,9.73683,9.72403,9.67066,9.67595,1.2271e-05,5.80086e-06,2.23108e-05,0.0994913,0.199094,0.301666,-9.98069e-05,-7.54163e-06,1.38685,1.38549,1.38436,0.00123476,0.4,0.4,0.4,0.33,0.33,0.37,10.0517,0.522,1.0895,0.15,10.0658,0.4526,0.8624,0.25,10.0844,0.7044,0.9207,0.15,10.2083,0.3075,1.0208,0.15,10.0556,0.6289,0.7595,0.15,10.2024,0.2732,0.8478,0.15,10.0267,0.5535,0.5983,0.15,10.1965,0.2389,0.6749,0.15,-10.0208,0.3964,0.5857,0.1,10.0546,0.2951,0.6132,0.1,-10.1062,0.2444,0.5897,0.13,-10.0998,0.3062,0.5387,0.13,10.1908,0.529,1.0016,0.2,10.2106,0.4602,0.6915,0.25,
1.77192e+09,1771917555792825867,0,0,9.6545,0.7468,4.17401e-05,-1.57079,0.123478,-1.43584,0.144449,-0.000527005,0.000103967,3.50058e-05,0.944121,1.03076,1.10266,-0.00153967,0,-1.5708,1.5708,0,1.5708,0,0.0667778,0.149825,0.996441,9.70279,9.68639,9.67856,9.73174,9.71381,9.65516,9.6545,7.05936e-06,6.68519e-06,6.13903e-06,0.122187,0.244455,0.370354,-0.00011248,-1.07467e-05,1.37993,1.37793,1.37627,0.00142016,0.4,0.4,0.4,0.33,0.33,0.37,10.0517,0.522,1.0895,0.15,10.0658,0.4526,0.8624,0.25,10.0844,0.7044,0.9207,0.15,10.2083,0.3075,1.0208,0.15,10.0556,0.6289,0.7595,0.15,10.2024,0.2732,0.8478,0.15,10.0267,0.5535,0.5983,0.15,10.1965,0.2389,0.6749,0.15,-10.0208,0.3964,0.5857,0.1,10.0546,0.2951,0.6132,0.1,-10.1062,0.2444,0.5897,0.13,-10.0998,0.3062,0.5387,0.13,10.1908,0.529,1.0016,0.2,10.2106,0.4602,0.6915,0.25,
1.77192e+09,1771917555843206341,0,0,9.62389,0.742547,4.40063e-05,-1.57079,0.180572,-1.37357,0.211043,-0.000578481,-0.000191818,-8.88104e-05,1.13948,1.24052,1.32561,0.00173328,0,-1.5708,1.5708,0,1.5708,0,0.0973548,0.149342,0.991182,9.70279,9.68639,9.67856,9.72447,9.69924,9.63303,9.62389,1.30244e-05,7.18621e-06,2.16222e-05,0.147403,0.294955,0.446901,-0.000118587,-1.2986e-05,1.36999,1.36709,1.36468,0.00155887,0.4,0.4,0.4,0.33,0.33,0.37,10.0517,0.522,1.0895,0.15,10.0658,0.4526,0.8624,0.25,10.0844,0.7044,0.9207,0.15,10.2083,0.3075,1.0208,0.15,10.0556,0.6289,0.7595,0.15,10.2024,0.2732,0.8478,0.15,10.0267,0.5535,0.5983,0.15,10.1965,0.2389,0.6749,0.15,-10.0208,0.3964,0.5857,0.1,10.0546,0.2951,0.6132,0.1,-10.1062,0.2444,0.5897,0.13,-10.0998,0.3062,0.5387,0.13,10.1908,0.529,1.0016,0.2,10.2106,0.4602,0.6915,0.25,
1.77192e+09,1771917555893645530,0,0,9.5937,0.738521,4.50499e-05,-1.57079,0.237361,-1.31229,0.2739,-0.000616356,1.43382e-05,2.7499e-05,1.31719,1.36709,1.36578,-0.000683013,0,-1.5708,1.5708,0,1.5708,0,0.127487,0.148724,0.98395,9.70279,9.68639,9.67856,9.71732,9.6849,9.61124,9.5937,9.73562e-07,3.89569e-06,1.04819e-05,0.170458,0.341037,0.516687,-0.000121399,-1.56586e-05,1.3601,1.35642,1.35374,0.00166094,0.4,0.4,0.4,0.33,0.33,0.37,10.0517,0.522,1.0895,0.15,10.0658,0.4526,0.8624,0.25,10.0844,0.7044,0.9207,0.15,10.2083,0.3075,1.0208,0.15,10.0556,0.6289,0.7595,0.15,10.2024,0.2732,0.8478,0.15,10.0267,0.5535,0.5983,0.15,10.1965,0.2389,0.6749,0.15,-10.0208,0.3964,0.5857,0.1,10.0546,0.2951,0.6132,0.1,-10.1062,0.2444,0.5897,0.13,-10.0998,0.3062,0.5387,0.13,10.1908,0.529,1.0016,0.2,10.2106,0.4602,0.6915,0.25,
1.77192e+09,1771917555942817701,0,0,9.55538,0.733405,3.77549e-05,-1.57079,0.311225,-1.23839,0.347697,-0.00054178,-0.000174801,-8.28082e-05,1.3601,1.35589,1.35378,0.00196919,0,-1.5708,1.5708,0,1.5708,0,0.165711,0.147797,0.971681,9.70279,9.68639,9.67856,9.70819,9.66657,9.58336,9.55538,1.1869e-05,6.14995e-06,2.05015e-05,0.175956,0.352078,0.533444,-0.000101741,-7.77622e-06,1.34724,1.34356,1.34089,0.00145997,0.4,0.4,0.4,0.33,0.33,0.37,10.0517,0.522,1.0895,0.15,10.0658,0.4526,0.8624,0.25,10.0844,0.7044,0.9207,0.15,10.2083,0.3075,1.0208,0.15,10.0556,0.6289,0.7595,0.15,10.2024,0.2732,0.8478,0.15,10.0267,0.5535,0.5983,0.15,10.1965,0.2389,0.6749,0.15,-10.0208,0.3964,0.5857,0.1,10.0546,0.2951,0.6132,0.1,-10.1062,0.2444,0.5897,0.13,-10.0998,0.3062,0.5387,0.13,10.1908,0.529,1.0016,0.2,10.2106,0.4602,0.6915,0.25,
1.77192e+09,1771917555992243658,0,0,9.52393,0.729242,3.00622e-05,-1.5708,0.373458,-1.17635,0.409636,-0.000450117,-0.000147299,-7.14873e-05,1.34724,1.34303,1.34091,0.00176543,0,-1.5708,1.5708,0,1.5708,0,0.197074,0.146856,0.95883,9.70279,9.68639,9.67857,9.70068,9.65147,9.56037,9.52393,1.00016e-05,4.81951e-06,1.80016e-05,0.174298,0.348757,0.528409,-8.10107e-05,1.64084e-06,1.33641,1.33276,1.33011,0.00121296,0.4,0.4,0.4,0.33,0.33,0.37,10.0517,0.522,1.0895,0.15,10.0658,0.4526,0.8624,0.25,10.0844,0.7044,0.9207,0.15,10.2083,0.3075,1.0208,0.15,10.0556,0.6289,0.7595,0.15,10.2024,0.2732,0.8478,0.15,10.0267,0.5535,0.5983,0.15,10.1965,0.2389,0.6749,0.15,-10.0208,0.3964,0.5857,0.1,10.0546,0.2951,0.6132,0.1,-10.1062,0.2444,0.5897,0.13,-10.0998,0.3062,0.5387,0.13,10.1908,0.529,1.0016,0.2,10.2106,0.4602,0.6915,0.25,
