1.766416899000000000e+09,5.790034900000000000e+08,2.973279953002929688e-01,1.199984948096916026e+00,0.000000000000000000e+00,-2.299999999999999822e+00,-1.100000000000000089e+00,-1.199999999999999956e+00,-1.199999999999999956e+00,5.000000000000000000e-01,-2.013349957508125954e-05,-1.570818787037103981e+00,-2.437111976752639596e-05,-1.570781658308715301e+00,-1.505190308392911902e-05,-4.764899482800899477e-05
1.766416899000000000e+09,5.898633130000000000e+08,1.021003723144531250e-02,1.199984948096916026e+00,0.000000000000000000e+00,-2.299999999999999822e+00,-1.100000000000000089e+00,-1.199999999999999956e+00,-1.199999999999999956e+00,5.000000000000000000e-01,-2.013349957508125954e-05,-1.570818787037103981e+00,-2.437111976752639596e-05,-1.570781658308715301e+00,-1.505190308392911902e-05,-4.764899482800899477e-05
1.766416899000000000e+09,5.981594690000000000e+08,7.481813430786132812e-03,1.199984948096916026e+00,0.000000000000000000e+00,-2.299999999999999822e+00,-1.100000000000000089e+00,-1.199999999999999956e+00,-1.199999999999999956e+00,5.000000000000000000e-01,-2.013349957508125954e-05,-1.570818787037103981e+00,-2.437111976752639596e-05,-1.570781658308715301e+00,-1.505190308392911902e-05,-8.005433897384506281e-05
1.766416899000000000e+09,6.065029460000000000e+08,7.835626602172851562e-03,1.199984948096916026e+00,0.000000000000000000e+00,-2.299999999999999822e+00,-1.100000000000000089e+00,-1.199999999999999956e+00,-1.199999999999999956e+00,5.000000000000000000e-01,-2.013349957508125954e-05,-1.570818787037103981e+00,-2.437111976752639596e-05,-1.570781658308715301e+00,-1.505190308392911902e-05,-8.005433897384506281e-05
1.766416899000000000e+09,6.152463180000000000e+08,8.018255233764648438e-03,1.199984948096916026e+00,0.000000000000000000e+00,-2.299999999999999822e+00,-1.100000000000000089e+00,-1.199999999999999956e+00,-1.199999999999999956e+00,5.000000000000000000e-01,-2.013349957508125954e-05,-1.570818787037103981e+00,-2.437111976752639596e-05,-1.570781658308715301e+00,-1.505190308392911902e-05,6.576942628356333934e-05
1.766416899000000000e+09,6.235181030000000000e+08,7.710933685302734375e-03,1.199984948096916026e+00,0.000000000000000000e+00,-2.299999999999999822e+00,-1.100000000000000089e+00,-1.199999999999999956e+00,-1.199999999999999956e+00,5.000000000000000000e-01,-2.013349957508125954e-05,-1.570818787037103981e+00,-2.437111976752639596e-05,-1.570781658308715301e+00,-1.505190308392911902e-05,6.576942628356333934e-05
1.766416899000000000e+09,6.322975460000000000e+08,8.086204528808593750e-03,1.199984948096916026e+00,0.000000000000000000e+00,-2.299999999999999822e+00,-1.100000000000000089e+00,-1.199999999999999956e+00,-1.199999999999999956e+00,5.000000000000000000e-01,-2.013349957508125954e-05,-1.570818787037103981e+00,-2.437111976752639596e-05,-1.570781658308715301e+00,-1.505190308392911902e-05,-4.764899482800899477e-05
1.766416899000000000e+09,6.408243140000000000e+08,7.972002029418945312e-03,1.199984948096916026e+00,0.000000000000000000e+00,-2.299999999999999822e+00,-1.100000000000000089e+00,-1.199999999999999956e+00,-1.199999999999999956e+00,5.000000000000000000e-01,-2.013349957508125954e-05,-1.570818787037103981e+00,-2.437111976752639596e-05,-1.570781658308715301e+00,-1.505190308392911902e-05,-4.764899482800899477e-05
1.766416899000000000e+09,6.495387320000000000e+08,8.020877838134765625e-03,1.199984948096916026e+00,0.000000000000000000e+00,-2.299999999999999822e+00,-1.100000000000000089e+00,-1.199999999999999956e+00,-1.199999999999999956e+00,5.000000000000000000e-01,-1.278319057718135809e-06,-1.570818787037103981e+00,-3.379871002640430006e-05,-1.570765455636642383e+00,-1.505190308392911902e-05,-9.625701104631900762e-05
1.766416899000000000e+09,6.576075340000000000e+08,7.526874542236328125e-03,1.199984948096916026e+00,0.000000000000000000e+00,-2.299999999999999822e+00,-1.100000000000000089e+00,-1.199999999999999956e+00,-1.199999999999999956e+00,5.000000000000000000e-01,-1.278319057718135809e-06,-1.570818787037103981e+00,-3.379871002640430006e-05,-1.570765455636642383e+00,-1.505190308392911902e-05,-9.625701104631900762e-05
1.766416899000000000e+09,6.659567600000000000e+08,7.640838623046875000e-03,1.199984948096916026e+00,0.000000000000000000e+00,-2.299999999999999822e+00,-1.100000000000000089e+00,-1.199999999999999956e+00,-1.199999999999999956e+00,5.000000000000000000e-01,1.757686319451812106e-05,-1.570828214627362662e+00,-3.379871002640430006e-05,-1.570749252964569687e+00,-1.505190308392911902e-05,-3.144632275553504996e-05
1.766416899000000000e+09,6.739485910000000000e+08,7.480382919311523438e-03,1.199984948096916026e+00,0.000000000000000000e+00,-2.299999999999999822e+00,-1.100000000000000089e+00,-1.199999999999999956e+00,-1.199999999999999956e+00,5.000000000000000000e-01,1.757686319451812106e-05,-1.570828214627362662e+00,-3.379871002640430006e-05,-1.570749252964569687e+00,-1.505190308392911902e-05,-3.144632275553504996e-05
